satisfaction,evaluation,number_of_projects,average_montly_hours,time_spend_company,work_accident,churn,promotion,department,salary
0.85,0.78,three,165.0,4+,no,no,no,marketing,medium
0.98,0.53,five,186.0,3+,no,no,no,marketing,low
0.14,0.73,five,273.0,4+,yes,no,no,sales,low
0.2,0.54,five,162.0,6+,no,no,no,sales,low
0.9,0.97,three,141.0,3+,no,no,no,sales,low
0.51,0.96,five,268.0,4+,no,no,no,sales,low
0.63,0.77,three,176.0,2+,yes,no,no,sales,low
0.83,0.88,three,223.0,3+,yes,no,no,sales,low
0.67,,four,218.0,2+,yes,no,no,sales,low
0.96,0.52,four,228.0,3+,no,no,no,sales,low
0.69,0.75,three,204.0,3+,no,no,no,sales,low
0.69,0.9,four,148.0,2+,no,no,no,sales,low
0.64,0.94,three,221.0,2+,no,no,no,sales,low
0.62,0.48,four,271.0,3+,no,no,no,sales,low
0.55,0.75,three,191.0,3+,no,no,no,sales,low
0.98,0.51,four,223.0,2+,no,no,no,sales,low
0.83,0.78,five,250.0,2+,yes,no,no,sales,low
0.73,0.77,three,230.0,2+,no,no,no,sales,low
0.58,0.86,three,226.0,2+,no,no,no,sales,low
0.52,0.67,four,182.0,3+,no,no,no,sales,medium
0.91,0.7,three,195.0,3+,no,no,no,sales,medium
0.72,0.64,three,231.0,2+,no,no,no,accounting,medium
0.7,0.74,three,224.0,3+,no,no,no,accounting,medium
0.86,0.92,four,229.0,4+,no,no,no,accounting,medium
0.82,0.57,two,158.0,3+,yes,no,no,hr,medium
0.83,0.78,four,242.0,3+,yes,no,no,hr,medium
0.99,0.64,three,183.0,3+,no,no,no,hr,medium
0.88,0.58,five,213.0,4+,no,no,no,hr,medium
0.68,0.74,four,263.0,2+,yes,no,no,technical,medium
0.9,0.49,three,237.0,2+,no,no,no,technical,medium
0.59,0.67,six,126.0,3+,no,no,no,technical,medium
0.76,0.71,six,168.0,2+,no,no,no,technical,high
0.23,0.63,five,151.0,4+,yes,no,no,technical,low
0.8,0.85,four,239.0,3+,no,no,no,technical,medium
0.62,0.49,four,174.0,3+,no,no,no,technical,medium
0.28,0.46,five,277.0,6+,no,no,no,technical,medium
0.81,0.97,three,133.0,3+,no,no,no,technical,medium
0.64,0.91,four,150.0,3+,no,no,no,technical,low
0.76,0.6,five,244.0,3+,yes,no,no,technical,low
0.79,0.87,three,232.0,2+,no,no,no,support,low
0.72,0.91,three,267.0,2+,no,no,no,support,low
0.22,0.59,five,162.0,2+,no,no,no,support,low
0.18,0.73,five,228.0,5+,no,no,no,support,low
0.91,0.49,two,180.0,3+,no,no,no,support,low
0.69,0.63,two,252.0,3+,no,no,no,support,low
0.91,0.66,five,212.0,3+,no,no,no,support,low
0.67,0.84,four,224.0,3+,no,no,no,support,low
0.98,0.62,two,240.0,3+,yes,no,no,support,low
0.69,0.62,four,183.0,4+,no,no,no,support,low
0.96,0.74,five,160.0,5+,yes,no,no,support,low
0.69,0.68,four,225.0,3+,no,no,no,technical,low
0.65,0.68,three,268.0,2+,yes,no,no,technical,low
0.7,0.75,three,221.0,3+,no,no,no,technical,low
0.48,0.94,three,173.0,2+,no,no,no,management,low
0.48,0.51,four,103.0,4+,no,no,no,IT,low
0.16,0.89,four,196.0,3+,yes,no,no,IT,low
0.72,0.97,three,239.0,3+,no,no,no,IT,low
0.91,0.71,three,171.0,2+,no,no,no,IT,low
0.74,0.54,three,243.0,3+,no,no,no,IT,medium
0.56,0.56,two,153.0,2+,no,no,no,product_mng,medium
0.56,0.41,six,142.0,3+,no,no,no,product_mng,medium
0.88,0.55,five,168.0,2+,no,no,no,product_mng,medium
0.86,0.9,five,180.0,4+,no,no,no,product_mng,medium
0.66,0.84,four,186.0,3+,no,no,no,IT,medium
0.41,0.45,three,236.0,2+,no,no,no,RandD,medium
0.68,0.83,five,267.0,3+,no,no,no,RandD,medium
0.59,0.47,three,129.0,2+,no,no,no,RandD,medium
0.52,0.78,three,181.0,3+,no,no,no,RandD,medium
0.3,0.54,two,99.0,2+,no,no,no,RandD,medium
0.44,0.67,five,170.0,3+,yes,no,no,marketing,medium
0.75,0.64,three,195.0,3+,no,no,no,sales,high
0.23,0.94,four,149.0,6+,no,no,no,accounting,low
0.34,0.46,six,132.0,2+,no,no,no,support,medium
0.52,0.59,three,164.0,3+,no,no,no,technical,medium
0.79,0.83,four,250.0,2+,no,no,no,management,medium
0.5,0.77,three,204.0,2+,no,no,no,marketing,medium
0.89,0.65,three,210.0,3+,no,no,no,marketing,low
0.84,0.52,six,98.0,3+,no,no,no,marketing,low
0.26,0.47,three,241.0,4+,no,no,no,sales,low
0.57,0.96,five,203.0,4+,no,no,no,sales,low
0.14,0.99,three,257.0,4+,yes,no,no,sales,low
0.94,0.62,five,,2+,no,no,no,sales,low
0.3,0.58,two,124.0,3+,no,no,no,sales,low
0.29,0.43,six,175.0,3+,no,no,no,sales,low
0.82,0.75,three,161.0,3+,no,no,no,sales,low
0.62,0.75,four,183.0,4+,yes,no,no,sales,low
0.64,0.99,five,262.0,5+,no,no,no,sales,low
0.17,0.52,four,184.0,4+,no,no,no,sales,low
0.75,0.56,three,207.0,3+,no,no,no,sales,low
0.49,0.73,four,185.0,3+,no,no,no,sales,low
0.84,0.58,four,180.0,2+,no,no,no,sales,low
0.48,0.96,four,224.0,2+,yes,no,no,sales,low
0.54,0.53,three,184.0,3+,no,no,no,sales,low
0.76,0.99,five,252.0,3+,yes,no,no,sales,low
0.77,0.84,four,196.0,3+,no,no,no,sales,low
0.95,0.97,four,203.0,2+,no,no,no,sales,low
0.72,0.83,four,181.0,3+,no,no,no,sales,low
0.74,0.67,four,148.0,3+,no,no,no,accounting,medium
0.9,0.55,four,211.0,3+,no,no,no,accounting,medium
0.67,0.55,three,246.0,3+,no,no,no,accounting,medium
0.97,0.55,four,258.0,3+,no,no,no,hr,medium
0.55,0.59,three,231.0,4+,no,no,no,hr,medium
0.32,0.95,two,184.0,5+,no,no,no,hr,medium
0.4,0.42,three,146.0,2+,yes,no,no,hr,medium
0.66,0.54,two,136.0,2+,no,no,no,technical,low
0.7,0.77,four,266.0,2+,no,no,no,technical,low
0.69,0.89,two,220.0,3+,no,no,no,technical,low
0.72,0.57,two,248.0,2+,no,no,no,technical,low
0.21,0.65,three,183.0,3+,no,no,no,technical,low
0.91,0.9,three,169.0,3+,no,no,no,technical,low
0.72,0.71,three,132.0,2+,yes,no,no,technical,low
0.96,0.72,three,197.0,3+,no,no,no,technical,low
1.0,0.89,four,152.0,3+,no,no,no,technical,low
0.63,0.51,three,126.0,6+,no,no,no,technical,low
0.24,0.74,six,106.0,5+,no,no,no,technical,low
0.44,0.38,four,128.0,2+,no,no,no,support,low
0.92,0.57,three,191.0,3+,no,no,no,support,low
0.51,0.51,four,189.0,3+,no,no,no,support,low
0.77,0.71,five,141.0,3+,no,no,no,support,low
0.8,0.97,four,220.0,3+,no,no,no,support,low
0.84,0.46,five,118.0,3+,no,no,no,support,low
0.91,0.88,five,223.0,3+,no,no,no,support,low
0.64,0.61,three,263.0,3+,no,no,no,support,low
0.15,0.59,five,209.0,4+,yes,no,no,support,medium
0.74,0.58,four,193.0,3+,no,no,no,support,medium
0.94,0.78,four,211.0,3+,no,no,no,support,medium
0.57,0.58,three,192.0,3+,no,no,no,technical,medium
0.92,0.63,five,156.0,3+,no,no,no,technical,medium
0.76,0.54,five,278.0,2+,yes,no,no,technical,medium
0.73,0.92,three,199.0,3+,yes,no,no,management,medium
0.24,0.6,two,194.0,6+,no,no,no,IT,medium
0.42,0.47,two,125.0,4+,no,no,no,IT,medium
0.92,0.82,four,96.0,4+,no,no,no,IT,medium
0.92,0.94,three,234.0,2+,yes,no,no,IT,medium
0.68,0.55,six,181.0,3+,no,no,no,IT,medium
0.49,0.86,four,246.0,2+,no,no,no,product_mng,medium
0.57,0.98,three,171.0,3+,no,no,no,product_mng,medium
0.3,0.66,three,198.0,2+,no,no,no,product_mng,medium
0.17,0.81,five,280.0,4+,no,no,no,product_mng,medium
0.91,0.49,three,267.0,3+,no,no,no,IT,medium
0.83,0.91,three,251.0,2+,no,no,no,RandD,medium
0.87,0.76,five,182.0,3+,no,no,no,RandD,medium
0.71,0.8,four,157.0,3+,no,no,no,RandD,medium
0.88,0.5,three,206.0,2+,no,no,no,RandD,medium
0.63,0.94,three,237.0,3+,yes,no,no,RandD,medium
0.99,0.58,two,166.0,3+,no,no,no,marketing,medium
0.99,0.81,four,229.0,2+,yes,no,no,sales,medium
0.77,0.53,five,256.0,3+,no,no,no,accounting,medium
,0.69,five,114.0,6+,no,no,no,support,medium
0.61,1.0,five,243.0,2+,no,no,no,technical,medium
0.37,0.82,three,199.0,5+,no,no,no,management,medium
0.19,1.0,four,188.0,4+,yes,no,no,marketing,medium
0.96,0.87,four,187.0,2+,no,no,no,marketing,medium
0.8,0.62,four,216.0,2+,no,no,no,marketing,medium
0.14,0.63,six,215.0,5+,no,no,no,sales,low
0.15,0.69,six,213.0,6+,no,no,no,sales,low
0.52,0.82,four,198.0,4+,no,no,no,sales,low
0.27,0.55,five,121.0,3+,yes,no,no,sales,low
0.97,0.96,three,212.0,3+,no,no,no,sales,low
0.52,0.93,two,271.0,3+,no,no,no,sales,low
0.98,0.89,three,186.0,2+,no,no,no,sales,low
0.96,0.95,four,265.0,2+,no,no,no,sales,low
0.28,0.92,three,151.0,3+,no,no,no,sales,low
0.65,0.55,five,206.0,3+,no,no,no,sales,low
0.59,0.63,four,153.0,3+,yes,no,no,sales,low
0.64,0.48,four,267.0,2+,yes,no,no,sales,low
0.71,0.48,three,161.0,3+,no,no,no,sales,low
0.83,0.84,two,149.0,3+,no,no,no,sales,low
0.95,0.94,two,269.0,4+,yes,no,no,sales,low
0.73,0.49,three,248.0,3+,no,no,no,sales,low
0.81,0.75,four,243.0,2+,no,no,no,sales,low
0.71,0.44,two,207.0,4+,no,no,no,sales,low
0.8,0.56,six,111.0,6+,no,no,no,sales,low
0.85,0.53,three,226.0,2+,no,no,no,accounting,low
0.41,0.7,two,151.0,3+,yes,no,no,accounting,low
0.51,0.84,four,224.0,2+,no,no,no,accounting,medium
0.49,0.57,four,146.0,4+,no,no,no,hr,medium
0.76,0.55,four,163.0,2+,yes,no,no,hr,medium
0.57,0.69,four,255.0,3+,no,no,no,hr,medium
0.54,0.48,six,196.0,2+,no,no,no,hr,medium
0.68,0.74,three,227.0,2+,no,no,no,technical,medium
0.7,0.5,three,251.0,2+,no,no,no,technical,medium
0.77,0.87,four,209.0,3+,no,no,no,technical,medium
0.95,0.51,three,254.0,4+,no,no,no,technical,medium
0.5,0.64,three,249.0,2+,yes,no,no,technical,low
0.99,0.53,four,131.0,3+,yes,no,no,technical,low
0.94,0.51,five,142.0,2+,no,no,no,technical,low
0.83,0.66,three,239.0,3+,no,no,no,technical,low
0.64,0.81,three,225.0,3+,yes,no,no,technical,low
0.16,0.73,six,170.0,3+,no,no,no,technical,low
0.83,0.71,three,254.0,2+,no,no,no,technical,low
0.93,0.73,four,156.0,2+,no,no,no,support,low
0.32,0.64,three,151.0,3+,no,no,no,support,low
0.12,0.9,three,200.0,3+,no,no,no,support,low
0.5,0.5,three,184.0,3+,yes,no,no,support,low
0.57,0.74,three,257.0,2+,no,no,no,support,low
0.25,0.75,five,194.0,5+,yes,no,no,support,low
0.98,0.56,three,139.0,2+,yes,no,no,support,low
0.81,0.51,three,273.0,2+,yes,no,no,support,low
0.94,0.63,five,261.0,3+,no,no,no,support,low
0.83,0.57,three,135.0,3+,yes,no,no,support,low
0.77,0.4,four,207.0,5+,no,no,no,support,low
0.57,0.65,four,265.0,3+,no,no,no,technical,low
0.18,0.96,five,208.0,6+,no,no,no,technical,medium
0.67,0.71,four,159.0,2+,yes,no,no,technical,medium
0.35,0.47,four,151.0,6+,no,no,no,management,medium
0.78,0.44,three,97.0,4+,no,no,no,IT,medium
0.72,0.79,four,154.0,3+,no,no,no,IT,medium
0.9,0.58,three,264.0,3+,no,no,no,IT,medium
0.58,0.49,three,135.0,2+,no,no,no,IT,medium
0.64,0.56,three,238.0,2+,no,no,no,IT,medium
0.91,0.79,four,166.0,3+,no,no,no,product_mng,medium
0.59,0.51,three,156.0,3+,no,no,no,product_mng,medium
0.76,0.8,three,202.0,3+,no,no,no,product_mng,medium
0.76,0.85,three,204.0,2+,yes,no,no,product_mng,medium
0.51,0.69,three,135.0,3+,no,no,no,IT,medium
0.54,0.55,four,252.0,3+,no,no,no,RandD,medium
0.67,0.93,five,254.0,3+,yes,no,no,RandD,medium
0.68,0.44,five,165.0,3+,no,no,no,RandD,medium
0.97,0.58,three,200.0,2+,no,no,no,RandD,medium
0.5,0.74,three,155.0,3+,no,no,no,RandD,medium
0.81,0.52,three,162.0,3+,no,no,no,marketing,medium
0.77,0.73,four,159.0,3+,yes,no,no,sales,medium
0.59,0.75,four,266.0,3+,no,no,no,accounting,medium
1.0,0.96,four,155.0,3+,no,no,no,support,medium
0.74,0.95,five,170.0,4+,no,no,no,technical,medium
0.91,0.52,four,172.0,4+,yes,no,no,management,high
0.77,0.65,three,187.0,3+,no,no,no,marketing,low
0.79,0.98,four,185.0,2+,no,no,no,marketing,medium
0.82,0.51,five,232.0,3+,no,no,no,marketing,medium
0.89,0.96,five,260.0,3+,no,no,no,sales,low
0.83,0.62,four,218.0,3+,no,no,no,sales,low
0.72,0.7,four,217.0,3+,no,no,no,sales,low
0.7,0.74,three,212.0,3+,no,no,no,sales,low
1.0,0.89,three,189.0,3+,no,no,no,sales,low
0.57,0.66,four,158.0,2+,no,no,no,sales,low
0.55,0.54,five,168.0,2+,no,no,no,sales,low
0.47,0.7,four,134.0,3+,no,no,no,sales,low
0.95,0.77,four,213.0,3+,yes,no,no,sales,low
0.29,0.57,five,149.0,3+,no,no,no,sales,low
0.71,0.5,three,201.0,2+,no,no,no,sales,low
0.89,0.68,four,146.0,3+,no,no,no,sales,low
0.81,0.97,four,212.0,2+,no,no,no,sales,low
0.72,0.64,four,140.0,2+,no,no,no,sales,low
1.0,0.85,four,156.0,3+,no,no,no,sales,low
0.79,0.49,four,163.0,3+,no,no,no,sales,high
0.69,0.84,three,154.0,2+,no,no,no,sales,low
0.97,0.66,four,218.0,3+,no,no,no,sales,high
0.61,0.59,three,157.0,2+,no,no,no,sales,high
0.71,0.89,three,222.0,3+,no,no,no,accounting,low
0.96,0.76,four,152.0,3+,yes,no,no,accounting,low
0.77,0.73,five,263.0,2+,no,no,no,accounting,high
0.57,0.99,three,231.0,3+,no,no,no,hr,low
0.92,0.76,four,258.0,2+,no,no,no,hr,medium
0.99,0.92,five,213.0,2+,no,no,no,hr,high
0.86,0.73,three,159.0,3+,no,no,no,hr,medium
0.78,0.66,four,156.0,3+,yes,no,no,technical,low
0.85,0.66,three,235.0,3+,no,no,no,technical,low
0.38,0.6,four,190.0,2+,no,no,no,technical,low
0.63,0.93,,238.0,2+,no,no,no,technical,low
0.66,0.72,four,137.0,3+,no,no,no,technical,low
0.19,0.79,five,171.0,3+,yes,no,no,technical,low
0.63,0.59,four,249.0,2+,no,no,no,technical,low
0.32,0.74,six,205.0,3+,no,no,no,technical,low
0.73,0.55,three,149.0,3+,no,no,no,technical,low
0.75,0.89,four,139.0,3+,no,no,no,technical,low
0.7,0.66,four,168.0,3+,no,no,no,technical,low
0.77,0.61,four,181.0,2+,no,no,no,support,low
0.83,0.8,four,150.0,3+,no,no,no,support,low
0.75,0.49,four,246.0,3+,no,no,no,support,low
0.97,0.54,three,271.0,3+,no,no,no,support,medium
0.75,0.55,five,204.0,3+,no,no,no,support,low
0.66,0.84,three,170.0,4+,no,no,no,support,low
0.56,0.49,three,208.0,3+,no,no,no,support,low
0.77,0.98,two,226.0,3+,no,no,no,support,low
0.82,0.81,three,149.0,3+,no,no,no,support,low
0.85,0.59,two,264.0,2+,no,no,no,support,low
0.49,0.79,five,177.0,2+,no,no,no,support,low
0.24,0.87,four,262.0,3+,no,no,no,technical,low
0.32,0.74,three,211.0,3+,no,no,no,technical,low
0.77,0.51,four,141.0,3+,yes,no,no,technical,low
0.77,0.83,five,197.0,4+,no,no,no,management,high
0.93,0.87,three,154.0,3+,yes,no,no,IT,low
0.22,0.74,five,178.0,5+,no,no,no,IT,low
0.24,0.89,five,169.0,4+,no,no,no,IT,low
0.99,0.99,three,228.0,4+,no,no,no,IT,low
0.61,0.5,three,231.0,3+,no,no,no,IT,high
0.6,0.91,four,185.0,3+,yes,no,no,product_mng,low
0.79,0.7,three,195.0,2+,no,no,no,product_mng,low
0.94,0.62,three,147.0,3+,no,no,no,product_mng,low
0.18,0.85,five,192.0,3+,no,no,no,product_mng,high
0.51,0.73,five,241.0,3+,no,no,no,IT,low
0.55,0.92,three,151.0,3+,no,no,no,RandD,medium
0.73,0.74,three,221.0,3+,no,no,no,RandD,high
0.41,0.63,five,263.0,3+,no,no,no,RandD,medium
0.88,0.66,three,178.0,3+,no,no,no,RandD,high
0.23,0.56,five,169.0,5+,no,no,no,RandD,medium
0.78,0.56,three,271.0,4+,no,no,no,marketing,medium
0.34,0.69,three,155.0,3+,no,no,no,marketing,medium
0.51,0.41,two,164.0,4+,no,no,no,sales,medium
0.8,0.86,three,226.0,2+,no,no,no,accounting,medium
0.66,0.57,four,220.0,2+,yes,no,no,support,medium
0.62,0.63,five,153.0,6+,no,no,no,technical,medium
0.5,0.97,two,252.0,4+,no,no,no,management,medium
0.96,0.94,three,182.0,3+,no,no,no,marketing,high
0.5,0.84,three,150.0,2+,no,no,no,marketing,low
0.73,0.69,six,273.0,4+,yes,no,no,marketing,medium
0.47,0.39,six,215.0,5+,no,no,no,sales,medium
0.49,0.83,three,172.0,2+,no,no,no,sales,medium
0.92,0.62,three,264.0,2+,no,no,no,sales,medium
0.24,0.39,five,158.0,2+,no,no,no,sales,medium
0.61,0.58,four,142.0,4+,no,no,no,sales,medium
0.83,0.89,four,137.0,3+,no,no,no,sales,medium
0.88,0.66,four,275.0,3+,no,no,no,sales,medium
0.61,0.55,three,245.0,3+,no,no,no,sales,medium
0.68,0.54,four,165.0,4+,no,no,no,sales,high
0.51,0.7,four,142.0,4+,yes,no,no,sales,low
0.88,0.58,,215.0,2+,no,no,no,sales,low
0.94,0.84,five,240.0,3+,no,no,no,sales,low
0.58,0.88,four,255.0,3+,no,no,no,sales,high
0.63,0.98,four,265.0,3+,no,no,no,sales,low
0.81,0.49,four,285.0,4+,no,no,no,sales,low
0.61,0.86,three,238.0,2+,no,no,no,sales,low
0.65,0.63,three,137.0,3+,no,no,no,sales,high
0.67,0.63,three,270.0,5+,no,no,no,sales,low
0.64,0.62,four,145.0,3+,yes,no,no,sales,low
0.25,0.76,six,182.0,3+,no,no,no,accounting,low
0.13,0.62,three,264.0,6+,no,no,no,accounting,low
0.14,0.89,three,212.0,6+,no,no,no,accounting,low
0.74,0.51,five,198.0,3+,no,no,no,hr,low
0.8,0.81,five,200.0,3+,no,no,no,hr,low
0.5,0.56,three,263.0,4+,no,no,no,hr,medium
0.69,0.75,four,249.0,4+,no,no,no,hr,medium
0.91,0.53,four,212.0,3+,no,no,no,technical,low
0.8,0.51,three,159.0,3+,no,no,no,technical,low
0.93,0.52,three,181.0,3+,no,no,no,technical,low
0.57,0.99,three,100.0,4+,yes,no,no,technical,low
0.51,0.58,two,218.0,2+,yes,no,no,technical,low
0.98,0.54,four,178.0,3+,no,no,no,technical,low
0.85,0.83,four,219.0,3+,no,no,no,technical,low
0.73,0.56,five,239.0,3+,no,no,no,technical,low
0.97,0.9,three,255.0,2+,no,no,no,technical,low
0.52,0.61,four,163.0,2+,no,no,no,technical,low
0.31,0.38,three,173.0,2+,no,no,no,technical,low
0.49,0.77,three,147.0,3+,no,no,no,support,low
0.81,0.44,four,166.0,4+,yes,no,no,support,low
0.52,0.8,five,209.0,2+,no,no,no,support,low
0.69,0.56,five,271.0,3+,no,no,no,support,low
0.7,0.74,three,253.0,4+,yes,no,no,support,low
0.65,0.85,four,233.0,2+,no,no,no,support,low
0.54,0.71,two,194.0,2+,no,no,no,support,low
0.57,0.49,two,237.0,2+,no,no,no,support,low
0.78,0.9,four,238.0,2+,no,no,no,support,low
0.99,0.92,four,212.0,3+,no,no,no,support,low
0.57,0.83,five,189.0,3+,no,no,no,support,low
0.33,0.58,three,115.0,3+,no,no,no,technical,low
0.97,0.58,four,159.0,3+,no,no,no,technical,low
0.95,0.58,five,133.0,3+,no,no,no,technical,low
0.69,0.83,five,225.0,3+,no,no,no,management,low
0.97,0.91,two,112.0,5+,no,no,no,IT,low
0.4,0.59,three,111.0,4+,yes,no,no,IT,low
0.67,0.71,four,178.0,6+,no,no,no,IT,low
0.96,0.58,five,178.0,3+,no,no,no,IT,low
0.49,0.95,two,181.0,4+,yes,no,no,IT,low
0.56,0.66,three,139.0,2+,no,no,no,product_mng,low
0.99,0.78,two,177.0,4+,no,no,no,product_mng,low
0.49,0.88,four,270.0,3+,no,no,no,product_mng,low
0.53,0.69,four,135.0,3+,no,no,no,product_mng,low
0.75,0.5,four,166.0,4+,no,no,no,IT,low
0.51,0.89,three,230.0,4+,no,no,no,marketing,low
0.65,0.9,three,163.0,3+,yes,no,no,marketing,medium
0.45,0.66,two,236.0,3+,no,no,no,marketing,medium
0.98,0.91,three,264.0,4+,yes,no,no,marketing,medium
0.9,0.74,three,185.0,2+,no,no,no,marketing,medium
0.37,0.62,four,253.0,2+,no,no,no,marketing,medium
0.52,0.99,four,253.0,3+,no,no,no,marketing,medium
0.96,0.78,three,135.0,3+,no,no,no,sales,medium
0.99,0.7,two,182.0,4+,no,no,no,accounting,medium
0.66,0.56,five,202.0,3+,no,no,no,support,medium
0.84,0.54,five,186.0,2+,no,no,no,technical,medium
0.16,0.87,five,163.0,3+,no,no,no,management,medium
0.75,0.59,three,242.0,3+,no,no,no,marketing,medium
0.52,0.74,three,160.0,2+,no,no,no,marketing,high
0.86,0.86,three,173.0,3+,no,no,no,marketing,low
0.75,0.53,three,154.0,2+,no,no,no,sales,medium
0.73,0.99,three,160.0,3+,no,no,no,sales,medium
0.98,0.84,three,139.0,2+,no,no,no,sales,medium
0.8,0.84,three,251.0,3+,no,no,no,sales,medium
0.18,0.48,four,176.0,4+,yes,no,no,sales,low
0.37,0.72,two,163.0,3+,no,no,no,sales,low
0.97,0.86,three,257.0,4+,no,no,no,sales,low
0.56,0.68,four,159.0,3+,no,no,no,sales,low
0.32,0.65,two,183.0,3+,no,no,no,sales,low
0.63,0.88,four,260.0,2+,no,no,no,sales,low
0.36,0.78,six,151.0,3+,no,no,no,sales,low
0.75,0.49,four,246.0,3+,yes,no,no,sales,low
0.42,0.86,three,160.0,4+,yes,no,no,sales,low
0.96,0.66,three,155.0,2+,no,no,no,sales,low
0.62,0.78,five,250.0,6+,no,no,no,sales,low
0.78,0.96,two,174.0,3+,no,no,no,sales,low
0.93,0.89,three,262.0,2+,no,no,no,sales,low
0.93,0.87,four,257.0,2+,no,no,no,sales,low
0.45,0.42,four,140.0,2+,no,no,no,sales,low
0.44,0.56,three,123.0,3+,no,no,no,accounting,medium
0.57,0.55,three,264.0,2+,no,no,no,accounting,medium
0.77,0.51,two,254.0,5+,no,no,no,accounting,medium
0.6,0.98,four,205.0,4+,no,no,no,hr,medium
0.25,0.94,six,199.0,4+,no,no,no,hr,medium
0.59,0.43,three,171.0,3+,no,no,no,hr,medium
0.29,0.57,five,98.0,5+,no,no,no,hr,medium
0.5,0.95,three,166.0,4+,yes,no,no,technical,low
0.91,0.94,four,264.0,4+,no,no,no,technical,low
0.78,0.65,three,176.0,2+,no,no,no,technical,low
0.73,0.76,two,166.0,3+,no,no,no,technical,low
0.51,0.59,four,169.0,3+,no,no,no,technical,low
0.65,0.82,four,257.0,3+,no,no,no,technical,low
0.25,0.87,three,265.0,4+,no,no,no,technical,low
0.5,0.63,five,167.0,2+,no,no,no,technical,low
0.53,0.58,four,134.0,2+,no,no,no,technical,low
0.57,0.76,two,176.0,3+,no,no,no,technical,low
0.77,0.91,five,274.0,3+,no,no,no,technical,low
0.94,0.77,three,201.0,3+,no,no,no,support,low
0.5,0.53,three,121.0,4+,no,no,no,support,low
0.47,0.57,three,97.0,4+,no,no,no,support,low
0.92,0.54,four,217.0,4+,no,no,no,support,low
0.9,0.87,three,220.0,3+,no,no,no,support,low
0.54,0.46,two,98.0,4+,no,no,no,support,low
0.58,0.97,five,265.0,3+,no,no,no,support,low
0.95,0.87,three,,3+,no,no,no,support,low
0.52,0.71,three,151.0,3+,no,no,no,support,low
0.83,0.51,four,199.0,3+,no,no,no,support,low
0.54,0.92,four,175.0,3+,no,no,no,support,low
0.8,0.85,five,253.0,3+,yes,no,no,technical,low
0.52,0.57,three,183.0,2+,no,no,no,technical,low
0.83,0.8,five,223.0,3+,no,no,no,technical,low
0.74,0.55,five,168.0,4+,no,no,no,management,low
0.87,0.71,five,244.0,2+,no,no,no,IT,low
0.45,0.87,two,268.0,4+,yes,no,no,IT,low
0.72,0.72,four,218.0,4+,no,no,no,IT,low
0.27,0.85,two,277.0,6+,yes,no,no,IT,low
0.51,0.88,five,225.0,2+,yes,no,no,IT,low
0.55,0.55,four,257.0,3+,no,no,no,product_mng,low
0.89,0.69,four,170.0,3+,no,no,no,product_mng,low
0.85,0.86,three,179.0,3+,no,no,no,product_mng,low
0.29,0.85,four,211.0,2+,no,no,no,product_mng,low
0.96,0.5,three,217.0,2+,yes,no,no,IT,low
0.9,0.68,three,135.0,3+,no,no,no,RandD,low
0.28,0.94,six,167.0,3+,yes,no,no,RandD,low
0.93,0.98,four,189.0,3+,no,no,no,RandD,medium
0.51,0.57,three,162.0,3+,yes,no,no,RandD,medium
0.97,0.76,three,193.0,3+,no,no,no,RandD,medium
0.71,0.55,four,273.0,3+,yes,no,no,RandD,medium
0.52,0.69,six,138.0,5+,no,no,no,marketing,medium
0.87,0.84,four,237.0,3+,yes,no,no,sales,medium
0.78,0.61,five,260.0,2+,no,no,no,accounting,medium
0.57,0.82,three,149.0,5+,yes,no,no,support,medium
0.34,0.49,four,149.0,3+,no,no,no,technical,medium
0.95,0.95,four,137.0,4+,no,no,no,management,medium
0.72,0.73,five,167.0,3+,no,no,no,marketing,medium
0.61,0.37,four,165.0,6+,no,no,no,marketing,medium
0.39,0.39,two,131.0,2+,no,no,no,marketing,high
0.72,0.59,five,138.0,2+,no,no,no,sales,low
0.86,0.91,four,234.0,3+,yes,no,no,sales,medium
0.69,0.67,four,141.0,3+,no,no,no,sales,medium
0.5,0.65,four,266.0,3+,yes,no,no,sales,medium
0.62,0.68,three,134.0,2+,no,no,no,sales,medium
0.76,0.55,four,147.0,3+,no,no,no,sales,low
0.97,0.88,four,237.0,4+,no,no,no,sales,low
0.78,0.57,five,114.0,4+,no,no,no,sales,low
0.81,0.89,four,166.0,2+,yes,no,no,sales,low
0.15,0.95,four,173.0,5+,yes,no,no,sales,low
0.72,0.5,three,205.0,3+,yes,no,no,sales,low
0.8,0.5,three,219.0,3+,no,no,no,sales,low
0.76,0.74,three,173.0,2+,no,no,no,sales,low
0.19,0.73,four,231.0,3+,no,no,no,sales,low
0.75,0.75,five,133.0,2+,no,no,no,sales,low
0.94,0.49,four,220.0,3+,no,no,no,sales,low
0.93,0.59,five,158.0,3+,no,no,no,sales,low
0.96,0.92,three,182.0,4+,no,no,no,sales,low
0.14,0.57,six,275.0,5+,no,no,no,sales,low
0.75,0.71,three,237.0,3+,yes,no,no,accounting,low
0.6,0.59,five,146.0,4+,no,no,no,accounting,low
0.65,0.48,four,144.0,3+,no,no,no,accounting,low
0.59,0.79,two,195.0,3+,no,no,no,hr,low
0.93,0.78,five,191.0,4+,no,no,no,hr,medium
0.5,1.0,three,149.0,2+,no,no,no,hr,medium
0.62,0.55,four,137.0,3+,yes,no,no,hr,medium
